Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
37760.6,0.364436,0.627951,-0.005519,-1.086636,1.776376,1.660970,-0.492242,-1.475230,0.834032,-1.587089,1.176553,-0.866439,-1.086997,-1.299224,2.093721,0.103796,-1.327643,-0.241824,-0.955930,-0.763682,-3.455016,0.043178,1.385736,1.936886,0.142670,-0.448909,0.624810,-0.862385,27.66,0
37790.2,-1.069117,-0.193995,-0.917851,0.021545,1.813066,-0.586619,-0.057968,-0.419460,-0.488398,1.701654,-1.065745,0.812251,-0.727121,-1.083211,-0.012821,1.090098,-0.784759,-0.653240,1.329437,1.202024,0.002122,-0.015615,-0.332690,-1.021181,2.330274,-0.470278,0.046068,1.690646,24.42,0
37813.2,0.195396,-1.139811,-0.102461,-0.829541,1.305166,1.751331,-0.567744,-0.355448,-0.843445,-1.375802,-0.934191,2.213486,-1.021708,0.101248,-0.967971,0.059739,-0.761344,1.647852,1.270210,1.655814,-0.950938,-0.211252,0.309576,-0.864705,0.467259,-0.969181,-0.490224,0.016096,20.69,0
37821.6,0.529809,0.255895,1.628560,0.004237,1.390990,-0.238123,-0.654814,0.499514,0.437391,-0.528525,-0.436208,-1.317547,-0.552663,1.082807,-0.520269,-0.041301,1.208262,0.098158,-1.208366,-0.434909,-0.888310,-1.251804,1.589253,-0.319122,-0.374394,-0.820523,0.287868,-1.797735,10.79,0
37830.1,0.360290,0.094471,-1.744022,0.206094,0.838385,0.319319,0.910953,-0.863463,0.171108,-0.719513,-1.880864,0.930352,1.181647,-0.584742,0.203109,-1.324459,0.106674,-0.151131,-0.503288,-0.381005,2.341482,-0.510593,0.079214,-0.107697,-1.044653,-0.779311,-1.610012,-0.078272,65.84,0
37844.6,0.760337,0.587472,1.754220,-0.171499,0.316286,0.569617,-0.041162,0.131733,-2.447025,-0.648658,-0.235667,-0.378095,-0.459405,-0.295471,-0.078457,-0.472336,-1.073523,0.059436,0.033715,0.634955,-0.822528,1.106484,1.781167,1.018420,0.203755,-0.730024,-0.667814,0.630820,114.19,0
37853.0,0.177951,0.470779,0.703493,-1.625177,-0.556911,-0.427036,-0.540267,-1.468207,2.491122,0.952830,0.762263,-0.848299,-0.652434,-0.113673,-0.961158,1.100508,0.752711,0.028367,0.198490,0.139414,-0.861949,-0.042512,1.552335,1.001428,1.529737,-0.071176,0.608763,-0.221966,58.74,0
37855.3,-0.126554,-0.409009,-0.517435,-0.118046,1.175920,-0.343192,0.927158,0.351364,-1.557564,0.051058,-0.752785,-0.352624,0.939546,-0.551869,0.486024,-0.391164,0.193578,0.994747,0.948559,-1.994176,1.052381,0.012198,-0.028155,-0.666190,0.617828,-0.047646,-0.698219,-0.237267,8.05,0
37883.4,0.517376,-0.236955,-0.212266,0.964515,0.063407,-0.683305,-0.721112,-0.081373,-0.237561,1.040566,-0.423607,0.219481,-0.318818,1.360574,-0.784782,0.935044,-1.038222,0.397650,-2.642670,-0.384741,-1.170417,-0.788414,-0.222050,0.643925,0.512431,0.317290,-0.241820,1.478750,11.61,0
37884.6,-0.425487,-0.909440,0.215334,0.464538,0.330710,-0.202471,-0.457314,-0.114368,2.033561,0.724366,-0.459282,1.071868,-0.857413,-0.194398,-1.466149,0.588180,0.122705,-0.727546,1.808324,0.054467,0.065874,0.145645,-1.612248,0.238908,0.382863,0.550123,-0.507649,-0.157329,18.05,0
37897.3,-1.122916,0.080568,-0.367318,1.166168,-0.812349,-0.272722,-1.842165,-0.613144,-1.506176,0.260796,-0.735530,-0.934632,-0.964449,-1.232896,0.105399,-0.652118,0.534992,0.230106,-0.100010,0.952322,1.582719,-1.183748,0.237376,-0.116028,0.315137,-0.734148,0.431393,0.293427,8.09,0
37898.5,-0.901335,-1.450034,0.898183,0.549886,0.386314,-0.138233,-0.142261,1.321605,1.353591,-0.757702,0.526469,0.465809,-0.962374,-2.137907,-2.053218,0.204866,1.824967,-1.323011,0.188924,0.301617,-1.703494,0.851162,1.048590,-0.236928,0.739502,-0.433616,1.061542,-1.102344,26.51,0
37904.6,-1.703946,-0.118380,0.491334,-1.442287,-0.011061,-0.510358,1.463091,-0.709681,2.033276,-2.701906,0.499908,1.088965,1.079347,-1.163823,-1.731741,0.855527,0.820586,1.908149,2.111634,-1.374799,2.704894,-0.563482,-1.230159,-2.224041,2.322113,0.725574,-1.230250,0.309671,1.34,0
37924.1,1.590460,0.681864,-0.136637,1.268538,-1.281340,-0.180452,1.553266,0.522143,0.092463,1.040768,-1.995768,-0.175002,-1.158666,0.689794,0.929006,0.767540,-0.503117,-1.447430,-1.506042,-0.424378,-0.957454,0.194892,0.393145,0.461871,-0.132789,2.082113,-0.388186,0.116446,63.44,0
37928.4,-0.386875,0.546885,-0.839883,0.673842,-0.671829,0.206958,0.623137,-0.625886,-0.243498,1.110557,-1.242070,2.189121,-0.539486,-0.055919,-1.064335,1.996507,0.819627,1.245007,-2.235377,0.220089,0.939297,-0.877992,-0.437045,0.748744,-1.352487,0.627598,0.287500,-0.000055,2.65,0
37945.0,-0.378343,1.349677,-0.269628,-0.027433,-0.731719,0.785100,-0.348518,0.179326,-1.777656,1.028312,-0.474920,1.062943,-0.221704,0.552254,0.993064,2.118452,0.995362,-0.044897,2.292538,-1.518718,-2.537183,-0.485162,0.059627,-0.505944,0.267731,-0.185103,1.536510,-3.206713,32.95,0
37957.3,0.285396,1.329487,0.830390,0.879563,-0.807420,-1.581226,-0.821807,-1.485246,0.274792,1.221659,-0.576388,0.038109,-1.176976,-1.199600,0.395167,-1.718416,-0.222727,0.709900,-0.090381,2.039464,1.695035,0.394969,-0.407060,-0.208977,0.079146,-0.301719,1.896627,-1.585499,27.59,0
37986.8,1.496683,-0.224306,-0.356910,-0.443680,-0.353443,1.804916,0.107444,-0.361597,-0.602458,0.201185,1.371281,1.452755,1.972926,-0.574865,-0.021683,1.237021,0.251556,0.216392,0.519576,0.003478,0.019774,-1.666892,0.410384,-1.428014,-0.034206,0.286093,-0.783162,-0.028023,2.66,0
38015.3,0.770088,-0.400878,0.886479,2.143625,-0.875919,-0.071714,-1.043809,-2.260840,-1.081527,-1.803248,0.977767,-0.771138,-1.454095,0.498977,-0.931648,-0.525956,0.395716,0.615397,0.566109,-0.889872,-0.407451,1.235770,-1.974781,0.552298,-1.648217,-1.754830,-0.082942,0.425334,82.65,0
38026.1,-0.007634,-2.031623,-1.461714,-1.029348,-1.020859,0.525185,-0.667774,0.786566,1.910685,-0.489818,0.005675,-0.552760,0.615776,-0.371669,-0.833882,1.402632,1.681182,0.670303,-0.476073,-0.311484,-0.955304,0.093586,-1.920012,0.276972,0.478371,-2.194949,-1.448616,0.284550,9.25,0
38035.9,0.698787,0.385188,-1.646352,-0.568328,0.222636,0.770644,-1.289106,0.452188,0.198731,1.218961,1.454435,-0.277975,-0.759308,0.295712,0.289903,0.176777,-1.598754,0.759640,0.322491,0.934677,0.619002,-0.851594,0.991571,0.105709,-1.919670,0.919165,-0.097891,-1.097587,52.60,0
38040.2,0.016452,0.323557,0.827428,1.530704,0.586409,-0.396030,-1.398217,-1.322336,0.780741,0.091817,1.706197,0.718105,-0.897938,-1.242221,0.320304,0.014842,0.349772,-0.431510,0.512917,-0.565191,0.933169,-1.129185,0.668329,-0.835668,1.449192,-0.633787,2.023188,0.261584,112.84,0
38042.0,-0.831207,0.750542,-1.577496,-0.562865,-0.597754,0.303638,0.673989,0.046476,1.554647,1.188549,0.048184,-0.955506,-0.445569,-1.097571,-0.960469,0.239418,-0.866973,0.340566,0.027782,0.481971,-0.658035,-1.259541,0.713395,0.912731,-0.583679,0.691194,-2.804328,-1.488012,22.99,0
38048.9,0.438549,-1.482130,2.103216,-2.169081,0.347433,-0.348078,0.264156,0.902661,-0.112067,0.814311,-0.936725,1.844516,-0.471133,-0.898175,0.638342,-0.028491,3.181459,-1.154207,-0.084581,-0.329090,0.774251,-1.834559,1.515934,0.732824,0.657439,-0.987041,-0.932740,-0.653186,88.02,0
38065.1,0.111559,-1.057719,-1.127937,1.296407,0.669018,0.007703,0.933445,-0.104051,2.251627,-0.878303,-1.043708,-0.904730,0.789431,0.877447,2.107032,0.718927,0.693464,-0.808545,0.249246,0.148301,0.004485,-1.304171,-0.168776,-1.003571,0.129980,0.379658,-1.478030,1.005393,13.37,0
38079.0,-0.179844,0.398996,0.972627,-0.720535,0.446115,0.031362,-0.965702,-0.675868,-0.279129,-0.605346,0.446667,0.445143,-0.246492,0.767909,1.321031,1.283318,-0.545386,-0.497744,-0.562141,-0.117482,1.112853,-0.004118,-1.943793,2.728538,-0.267696,-0.834232,-0.738954,1.207498,3.09,0
38108.4,-0.411955,0.162694,-1.750939,-1.695748,-2.042934,1.305275,0.091257,-0.233372,0.520498,0.472091,-0.889648,0.466783,1.186057,-0.777747,-1.609292,-2.091277,-0.244370,-1.522409,0.084388,0.850870,-1.238819,-1.222378,0.709100,0.919272,-0.249824,-0.499211,-1.341426,-2.641521,19.94,0
38126.9,0.367101,-0.755831,0.306623,1.090835,0.316887,0.048608,-0.850715,-0.545101,-1.812831,-1.676812,0.614674,-1.889857,0.046052,0.306724,1.164910,0.845676,-0.381753,1.926880,0.687082,0.236548,0.849492,0.731110,-0.530275,0.414236,1.311545,0.420397,-1.953609,1.310007,2.04,0
38156.6,-0.868187,-0.353635,0.936256,-0.766950,-2.803789,1.571510,-0.973112,0.213431,2.157627,1.144140,-0.816436,-0.418021,0.806127,1.194220,0.331194,1.004466,1.363898,-0.103680,0.375167,0.955752,-0.485989,-2.279547,-0.139492,1.183288,-0.055069,2.520500,0.492205,0.517769,46.68,0
38162.4,1.623274,-0.310053,0.790217,-0.056838,0.978326,-0.173805,1.196042,1.976351,0.271219,0.923158,-1.863235,-1.917634,-0.377330,-0.816433,1.334766,1.338904,0.474248,-0.998257,-1.960413,0.529138,0.727539,-0.892514,-1.726491,1.327428,0.061855,-0.302664,1.552651,-1.366834,66.75,0
38184.5,-1.275225,-0.631668,-0.553604,-0.560064,-1.453152,-0.753871,3.420570,1.592092,-0.690059,2.268497,0.006712,-0.741782,-1.259708,0.156510,-2.285446,-0.455419,0.357636,-0.979171,0.340984,0.013804,1.213523,-0.691486,0.980965,-1.618927,2.212071,-0.713135,1.540091,-0.718602,24.72,0
38201.3,0.419138,-0.110901,-0.438368,-0.383592,0.901771,-0.182554,0.514441,-0.255698,0.388939,-1.146706,1.642007,0.501823,-0.546989,-0.855022,-0.164129,0.140985,0.027288,-0.526403,1.223969,-0.884984,0.400040,1.139114,-1.023355,0.099367,-0.145611,-0.910788,0.003748,-0.127003,10.27,0
38219.8,1.318039,-0.736351,2.395635,1.383619,-1.189851,0.558375,-1.818984,0.350067,-0.310253,0.999127,-0.189773,1.513840,-0.294815,-1.128817,0.128371,0.282101,-1.172852,0.247204,0.555083,-0.326814,1.472470,-0.464954,-0.098615,-1.289273,1.663868,0.493286,1.017406,-0.704808,141.08,0
38240.1,0.169484,1.093725,-2.100488,0.732104,-0.161618,-0.159733,1.344852,-1.109327,-0.205847,0.326828,-0.298045,-1.202837,-0.261920,-1.125007,0.833504,-1.067979,0.577792,-0.887378,0.899603,0.361512,0.469366,-0.283604,1.081178,0.519416,-0.817626,-1.105939,0.320055,-0.871430,3.08,0
38256.5,-1.674590,-0.817027,-0.825327,-1.215732,1.666181,-0.161406,-1.822342,-1.436609,0.327408,0.242750,-1.200734,-1.030461,1.749927,-1.185990,0.592943,2.581463,0.322530,-0.516552,0.068587,-0.575126,-1.121462,-0.212805,0.225669,-0.144554,-0.593170,1.243657,0.287763,1.623548,94.04,0
38270.1,0.949948,0.785252,-0.712151,-0.233368,-0.630623,0.659470,0.326342,-0.324663,0.453198,0.026527,1.263715,-0.513620,-0.448741,0.371857,1.598505,-0.825591,0.175375,0.596959,-0.495593,-0.099281,-0.499846,0.591663,0.513180,0.561201,0.482037,0.641096,0.518309,-0.280606,33.70,0
38293.4,-0.800142,0.403656,0.086884,0.849786,-1.636101,1.974661,-2.432546,0.803019,0.158804,-2.218336,0.030628,-0.474486,-0.878029,0.200770,-1.169044,0.414050,1.237331,-1.814663,0.811659,-0.517880,0.053364,0.544207,0.209043,-2.135734,1.097693,0.824146,0.326047,0.317377,34.81,0
38317.7,-1.057122,-0.209259,-0.637763,-0.961929,-0.853744,-0.132597,0.575756,-1.003642,-0.160685,1.922771,0.975998,0.057627,0.697703,-0.032740,0.538619,-0.815441,-1.296751,-1.409110,0.224376,-0.016647,0.362823,0.520952,0.338594,-0.342271,0.128926,-0.119652,1.708264,-0.128461,62.01,0
38337.3,-0.863413,-1.128416,-0.298557,0.982202,-1.135945,1.390584,1.737329,-0.339708,0.741599,-0.879794,-2.328713,-0.362642,-0.366572,1.796060,0.184074,-1.607540,-1.100726,0.304674,-0.713992,1.065402,-1.386113,0.383785,-0.416933,0.895077,0.113902,-0.981745,0.599325,-1.786219,1.58,0
38352.5,-0.630859,0.217755,0.049799,-0.412243,-0.855899,0.338209,-1.939863,0.649216,0.011300,2.421842,-0.430164,-1.833594,0.580967,1.792586,0.411458,-0.679645,1.231034,-1.499586,-0.964401,-1.790644,0.178518,0.743672,0.355212,-0.603122,-1.140580,-0.614348,0.232248,-0.350737,40.43,0
38375.8,-0.596192,-0.947587,-1.309635,-0.993436,0.121951,1.073111,-0.535788,0.564622,-0.803737,1.387920,0.274171,-1.401199,-0.611485,1.701018,1.400161,1.363565,-2.117166,0.064098,1.468051,0.288835,-0.982903,-1.290951,2.551583,1.815838,-1.368108,-0.994133,0.233063,-0.308004,24.46,0
38398.8,-0.134777,-0.867405,0.673873,0.407912,0.265421,-1.055771,-0.949601,1.826312,-1.448512,-0.707708,1.253622,-0.569503,0.041620,-0.974963,1.066013,-1.258490,-0.043411,-0.204473,-1.411733,-0.628260,1.154407,-0.082265,-0.184104,2.502006,-1.001784,1.290176,-0.509111,-2.000628,5.10,0
38428.1,-0.182988,-1.605147,-0.467497,-0.187515,1.188214,-0.535606,1.484826,-0.774977,-1.084618,1.863743,1.157860,0.092424,0.762172,0.743396,-0.092707,0.014788,-1.791029,2.203491,-0.737118,0.638684,0.218699,1.410183,-0.262382,2.381567,1.545201,0.960623,-0.199256,-0.366435,4.98,0
38442.2,-0.234138,-0.738375,1.956966,2.038303,1.659293,-1.259569,0.005840,-0.791114,-2.335623,-0.290052,2.030455,0.231500,-0.431863,-0.911541,-1.451648,-0.497414,-2.038545,0.343258,-1.269115,0.193230,-0.339703,0.315793,-2.104735,-1.074877,-1.407094,-1.810913,0.557727,-3.455128,8.30,0
38466.8,2.397089,0.161459,0.057908,-0.891316,0.930974,0.596284,1.299987,-1.480367,-1.031534,0.399997,0.322384,-0.185960,0.545093,-1.601544,-0.392473,-0.488429,-0.029287,-0.057945,1.822275,0.052086,0.371820,-1.246667,-0.388203,-0.141255,0.595259,1.210260,0.225264,0.565169,8.37,0
38476.5,0.200155,1.734680,0.673512,-0.971553,1.813704,-1.211351,0.153988,-0.078947,-0.022440,-0.534938,0.898306,1.096044,-0.072728,0.765346,-1.528459,0.938312,0.180723,-0.844693,-0.162860,-1.714692,-0.535605,-0.821133,-0.440418,-0.655281,-1.079600,-0.495442,0.011834,-0.243897,11.12,0
38494.3,-0.261410,0.897155,-0.177293,-0.495978,1.307267,-0.195374,-0.159540,1.633868,-2.224366,0.223638,-0.379150,-0.246508,1.370481,-0.986209,-1.701985,0.671914,0.078742,0.992344,0.560081,-0.343623,-0.518324,-0.056321,-1.483844,0.641924,-0.415952,-1.548190,1.279072,1.351626,13.30,0
38508.8,1.400967,-0.581131,-0.146584,-0.050754,-0.118186,0.050195,-0.378610,0.350933,-0.354148,-0.821799,0.531533,1.245163,0.427356,0.568120,-1.512584,-0.584236,0.012813,0.565944,0.984876,-1.279848,1.890110,-0.241884,1.534922,-0.523642,0.371008,1.007597,0.837118,-0.955350,48.88,0
38529.0,-0.173334,-0.663699,1.083480,-0.688941,1.129326,1.029411,-1.330348,1.286943,-0.442247,-0.147620,0.353272,-0.490031,0.753328,0.322015,-0.423574,0.504362,-0.619486,-1.169506,0.568739,0.088786,0.107881,0.465427,-0.343798,1.888435,-0.446429,-0.802986,2.043384,-1.399170,45.97,0
38551.2,-1.751086,-0.182096,0.153554,0.816994,1.078140,-1.637814,-0.876706,0.562604,1.859272,0.687462,0.659316,-1.303504,0.720302,-0.213560,0.563776,1.092119,0.132067,1.023581,-1.227980,-0.285633,-1.191902,0.967302,-0.893598,1.117138,0.883704,0.625591,-0.702575,0.431143,64.47,0
38572.0,-0.179858,2.046211,-0.954110,-0.811887,-0.632521,0.674604,2.233582,0.725924,1.390816,-0.117771,0.687249,-0.760690,-0.811427,0.918458,1.093852,-0.369613,0.703766,0.669074,-1.217143,-0.449201,-1.860177,-0.747556,-0.671462,-1.086180,1.142115,0.597917,1.170272,-0.449264,2.23,0
38591.9,0.692716,0.615791,0.390208,-0.789107,-1.208215,-0.372216,1.230972,1.856363,0.154026,1.121381,2.149992,1.687711,-0.870891,-1.341582,-0.543154,-0.842682,1.021881,0.559013,-1.992942,0.898204,-0.342247,0.291689,-0.936029,-0.122471,-1.798006,0.274394,-0.083392,0.508309,88.41,0
38594.5,1.317313,-1.520274,-1.407809,1.712451,-0.400038,1.839007,-0.891637,1.917834,2.838124,-0.953351,-0.260141,0.571840,-0.360279,-1.008072,-0.010782,0.375791,1.642732,-1.694954,-1.695710,0.462287,-0.315323,-0.212381,2.575417,0.865735,0.583029,-1.142667,-0.261386,1.397435,6.70,0
38623.8,-0.376606,-0.128861,-0.245958,-0.039767,-0.465129,-1.692528,-0.843935,-0.554867,0.495941,1.719208,-0.587145,-0.601844,-0.066072,0.895262,0.342992,0.473877,0.997732,0.603971,-0.407764,-0.657534,0.359723,0.225206,0.958162,-0.377431,0.942262,-1.385940,-2.921837,0.214709,90.73,0
38652.2,0.448533,1.572810,0.445320,1.393246,1.259885,-0.978710,1.398687,-0.280159,0.878341,-0.428024,1.288714,0.442943,1.646938,-0.707349,0.137348,1.114270,1.087981,1.095669,-0.260265,0.263026,-0.104499,-0.553345,0.507264,-0.735220,-0.338131,0.133904,1.309017,-0.284724,14.66,0
38657.0,0.474648,0.982797,-1.615706,0.716935,0.257786,0.290041,1.463923,0.278574,1.041303,0.697598,-1.268722,-0.242506,-0.233930,1.540866,0.409428,-1.014473,-0.552071,-0.222668,-1.912595,-0.073251,0.475053,0.072161,-0.469207,-0.570088,-0.479065,0.382163,-0.918503,-0.457226,82.92,0
38677.3,1.700091,-0.764698,1.729669,0.040614,0.823571,-1.229180,2.360047,-0.894286,0.511691,-0.774265,0.178682,-2.050520,0.460668,0.190275,0.785259,-0.568586,-0.852133,0.816149,0.240281,-0.572951,-1.039981,2.727066,-1.150248,0.355729,1.239376,0.787818,-0.180668,0.406306,32.91,0
38689.3,-0.087584,-0.943974,-1.377020,1.697845,-0.239215,0.125184,-0.581899,-0.189308,-0.709447,-0.334687,-0.368765,-1.833570,-0.547601,-1.308399,-0.251875,-1.203905,0.036471,0.148894,1.115870,-1.723513,1.108575,-0.151409,-0.477409,-1.797330,-1.558473,0.453408,1.239438,-1.623089,15.15,0
38691.6,0.640182,-1.286129,-1.342346,1.539962,2.253764,0.729433,1.314539,-0.236950,0.271840,0.331010,-1.447785,0.805477,1.205942,-0.278662,0.716323,-0.837713,-0.373612,-0.521575,-0.665912,-1.220464,-0.717838,0.709009,0.211089,-0.318660,2.004021,0.068910,1.068790,0.520732,36.15,0
38710.4,-0.749194,-1.192065,1.447209,-1.964015,-1.537145,-0.087513,1.495069,-1.929447,-1.951276,-0.411907,-0.360515,0.579088,-2.502881,0.105601,-0.253278,-0.840744,1.853687,0.801283,0.573724,-0.038795,-0.247280,0.862221,0.863589,-0.466707,-0.621007,-1.841732,-1.121123,0.080360,23.56,0
38728.3,0.504617,-0.472310,-0.339336,-2.296534,-1.263022,-0.206629,-1.784709,-0.955898,0.453343,0.054333,-0.963662,1.068518,-0.107295,-0.984672,0.524303,-1.408491,-0.147972,1.321246,-0.559001,-0.268957,1.306328,0.352391,1.132040,-0.724591,-0.791137,0.394596,-0.284065,0.536583,14.75,0
38749.8,-1.470471,0.493549,0.224002,-0.321009,-1.075482,2.408837,-0.418049,-1.165942,-1.059576,-0.500124,1.855803,0.550804,-1.997311,0.287850,0.342847,0.383216,-2.305268,-0.061540,-0.538256,-0.416064,0.374372,-0.123537,0.779145,-0.361781,1.817760,-0.902259,-0.558096,-1.552025,30.24,0
38761.8,0.035310,0.549586,-0.043526,-0.632846,2.029352,0.646173,0.323338,-1.852018,-0.659935,-0.656500,0.853799,1.169100,-0.710464,-0.125984,-0.013864,-0.266154,-1.616235,-0.653431,0.915033,0.007407,0.088847,0.952533,0.004017,0.858356,-0.774414,-0.267422,1.354400,-0.619553,7.08,0
38790.9,-1.783927,0.032646,0.534292,1.073932,-2.228455,1.397808,-1.081048,1.226728,0.939271,0.084629,0.541215,0.602734,0.668249,-0.515578,-0.406268,1.396029,-0.257020,0.760215,-0.090199,0.940171,0.393676,0.601698,-0.069738,0.284350,-1.617167,2.138725,0.157037,-0.736263,88.02,0
38802.4,0.305606,-1.200834,0.564847,1.309381,-0.562098,-0.675517,-0.500390,-0.681163,-1.163488,1.769831,-0.616064,-1.080030,0.739354,-1.236137,-0.320666,0.555154,-0.263351,0.889682,-0.556641,-1.579526,-0.988949,1.698482,-0.221683,0.009247,1.006953,1.913216,-0.066890,0.314611,39.13,0
38825.3,1.221626,-0.025509,0.711392,0.020968,-2.438190,0.353300,1.416670,1.101038,-1.064635,-0.142622,-0.149935,0.371267,-0.946888,1.287025,-0.851303,0.952394,0.073654,-1.273510,2.078911,-1.160108,2.885518,-1.093408,-1.221143,0.189678,0.458256,-1.209570,-1.215357,1.205876,13.48,0
38846.2,-0.785840,-0.350462,-0.017569,-2.387696,-0.987394,-1.160278,-0.162542,-0.406269,1.057577,1.630863,-0.837929,-1.477842,-0.909502,0.910287,-0.725195,-0.466307,-0.547997,0.821890,0.292130,-2.411488,-0.573241,2.064465,0.405038,0.238791,2.012691,-1.397562,0.014683,0.875219,18.24,0
38873.6,-2.032598,0.051705,0.628450,1.260194,0.295049,0.545898,-0.855906,1.510300,-0.255089,0.699780,-0.558876,-0.470636,-1.825010,-2.262577,-1.169743,0.426929,0.512690,-0.995245,1.431498,0.030034,-0.708090,-1.034724,0.654571,-0.725708,1.127530,1.151074,-0.445121,-0.325802,17.53,0
38890.5,1.939126,-0.733098,1.164369,1.595195,0.880706,0.309013,-0.983154,-1.453573,-0.199371,-0.558730,-0.884769,0.601371,-0.273071,0.035144,0.851058,-1.990836,-1.454792,1.048706,0.657014,1.155455,-1.169346,1.323773,-1.759087,-0.412449,-0.298412,-0.205252,0.431142,0.341899,4.13,0
38914.9,-0.714745,0.346105,1.258787,-1.179015,1.294524,0.806305,0.200370,0.738669,-0.160187,0.083726,-1.284731,-0.168494,1.396615,1.350707,-1.214794,0.039837,-1.218745,0.166469,0.216515,1.807261,0.244462,-0.670298,-0.126279,1.360165,1.535217,1.211073,1.506644,0.417455,98.16,0
38938.4,0.237580,-0.332915,-0.099827,0.240278,1.040060,-0.438493,-0.311702,2.009318,0.914035,-1.057773,-0.941615,-0.144744,0.678708,-0.263130,0.454552,0.092100,-0.467799,-1.433437,0.236059,-1.478779,0.851159,-0.848113,0.279848,-0.286480,0.412773,-0.988192,0.439330,-0.397308,100.67,0
38942.2,-0.232091,0.725518,0.731199,-0.122374,-1.519324,0.917142,1.541546,0.225949,1.777877,-0.552217,-0.494684,-0.467792,1.250138,-0.196263,1.799984,0.103226,1.343477,0.550784,-1.853168,1.273108,-1.935083,0.858676,-1.212537,-1.490838,-1.374174,1.535555,-0.032464,2.510433,10.00,0
38966.4,0.257702,0.086118,1.528574,2.200549,-0.566110,0.661644,-1.350585,1.627347,2.052668,-1.823478,0.747571,-0.875613,0.471187,0.749264,-0.018063,0.936005,0.400494,-0.709608,2.867578,0.113572,1.030077,2.736097,-0.082783,-0.817908,-1.040413,-0.845110,0.446770,-0.372517,1.95,0
38986.5,0.221976,0.413384,0.336157,-1.085555,-0.382659,0.853812,0.100347,-1.921216,1.184272,0.042972,-1.305297,-0.451736,-0.662740,0.201773,-0.452777,-0.355884,-0.202189,0.166033,-0.443887,-0.042947,-0.242102,1.281492,-0.706177,-1.015300,0.073859,-0.265229,-0.216736,1.728969,56.44,0
39011.6,1.030746,0.680864,-1.410123,-0.219492,-1.545607,-1.565435,-1.010861,-0.695997,1.438036,-0.114617,0.336255,0.860948,-2.200945,-1.368323,1.287974,0.160090,-2.172996,-0.081999,-0.745370,1.299668,-0.470097,0.808863,1.219462,0.827288,-1.331924,-0.712718,0.537232,0.795978,11.98,0
39027.2,2.094544,1.862703,-1.165119,-0.296194,-1.564219,-0.719461,-2.149116,-0.374958,-0.010108,-0.770458,-0.072994,-0.475356,0.033363,-0.306343,-1.449241,0.324511,-0.306946,-0.528543,0.323335,0.946028,0.692495,1.077694,2.026322,-1.576507,-0.040671,-0.183874,0.093885,-0.666394,7.97,0
39056.4,-0.945419,0.853689,-0.195229,-1.175199,-2.272668,-0.517570,0.153681,-1.229742,-1.169326,1.264818,-0.333738,-0.830361,-0.733629,0.406593,-1.634060,-0.316002,1.431519,0.562242,-0.388815,-0.582219,0.169780,-0.962732,-0.949401,-0.748531,1.428993,0.108369,-0.025081,1.471091,62.73,0
39082.0,-0.110566,-0.341918,-2.350456,1.375922,-0.287560,-0.404295,-1.821441,0.808541,0.636206,-0.178718,-0.005036,-0.670879,-0.691217,-0.292000,-0.011336,-0.313855,-0.801660,-1.237280,-1.132428,0.800176,-0.831749,-0.816820,-0.298309,-0.790002,0.611600,1.460542,0.438837,-0.258801,25.02,0
39084.0,1.398736,-1.664383,-0.738168,0.399328,-0.791278,0.856684,0.982448,-2.124711,-1.075533,2.598164,-0.690080,-0.128610,-1.247335,1.432360,0.786157,-0.906117,0.681962,-2.085474,-0.343623,1.278885,2.148250,0.180739,0.502953,-0.557428,0.411116,-0.401161,0.486978,0.925003,24.59,0
39090.8,-0.412768,-0.303370,-1.585381,0.600432,0.567962,-0.956267,-0.412564,1.141232,0.780261,-0.994999,-1.141425,-1.568177,-1.064492,-0.391771,-0.091154,0.682182,0.230434,-1.009299,-1.270370,0.426438,0.325630,-0.103938,0.401267,0.974470,1.624851,0.217657,-0.137558,0.634549,6.17,0
39113.1,-0.078227,-1.384762,-0.308680,0.064699,0.254756,-1.592993,1.353519,0.942952,1.240865,-0.406890,-1.927575,-0.635929,-1.135548,-0.003463,-0.052533,0.519792,-0.874098,-0.189874,0.000246,0.692169,0.803550,-0.871030,-0.039588,-1.548117,1.429237,0.420222,1.244887,1.007796,70.79,0
39124.9,0.389695,-1.422966,0.038850,1.610155,1.128788,-0.259309,-0.664769,0.322141,0.442596,0.213661,0.273660,-1.735744,1.207867,2.202085,0.550097,0.515245,0.799155,-1.321482,1.206144,0.289888,-0.566155,1.729201,-0.687876,1.003434,-0.187232,-1.255012,-1.081601,0.542487,71.57,0
39138.8,0.145632,-1.500488,-0.878532,0.271594,0.845849,0.239996,-0.674095,0.991983,-0.212204,-0.201381,-0.345403,0.560860,-0.490053,1.062434,-0.884799,-0.724306,-0.475344,1.164009,-0.622572,-1.088099,0.545800,-1.240641,0.662011,-0.540502,0.123424,0.257483,-0.575772,1.653460,47.74,0
39144.4,1.615293,-0.600472,-0.139878,-0.509232,0.209222,-0.133470,2.677428,-0.691068,1.952458,-0.307102,-1.236487,0.132961,-1.333208,-0.042292,1.113291,-1.854922,-1.530801,-0.235484,0.837934,-0.535677,0.889506,-0.754320,-0.306149,-0.702300,-1.853049,-0.936644,-1.095646,-0.653875,9.09,0
